OID,info.json url
16565596,https://collections.library.yale.edu/iiif/2/16565596/info.json
16565597,https://collections.library.yale.edu/iiif/2/16565597/info.json
16565598,https://collections.library.yale.edu/iiif/2/16565598/info.json
16565599,https://collections.library.yale.edu/iiif/2/16565599/info.json
16565600,https://collections.library.yale.edu/iiif/2/16565600/info.json
16565601,https://collections.library.yale.edu/iiif/2/16565601/info.json
16565602,https://collections.library.yale.edu/iiif/2/16565602/info.json
16565603,https://collections.library.yale.edu/iiif/2/16565603/info.json
16565604,https://collections.library.yale.edu/iiif/2/16565604/info.json
16565605,https://collections.library.yale.edu/iiif/2/16565605/info.json
16565606,https://collections.library.yale.edu/iiif/2/16565606/info.json
16565607,https://collections.library.yale.edu/iiif/2/16565607/info.json
16565608,https://collections.library.yale.edu/iiif/2/16565608/info.json
16565609,https://collections.library.yale.edu/iiif/2/16565609/info.json
16565610,https://collections.library.yale.edu/iiif/2/16565610/info.json
16565611,https://collections.library.yale.edu/iiif/2/16565611/info.json
16565612,https://collections.library.yale.edu/iiif/2/16565612/info.json
16565613,https://collections.library.yale.edu/iiif/2/16565613/info.json
16565614,https://collections.library.yale.edu/iiif/2/16565614/info.json
16565615,https://collections.library.yale.edu/iiif/2/16565615/info.json
16565616,https://collections.library.yale.edu/iiif/2/16565616/info.json
16565617,https://collections.library.yale.edu/iiif/2/16565617/info.json
16565618,https://collections.library.yale.edu/iiif/2/16565618/info.json
16565619,https://collections.library.yale.edu/iiif/2/16565619/info.json
16565620,https://collections.library.yale.edu/iiif/2/16565620/info.json
16565621,https://collections.library.yale.edu/iiif/2/16565621/info.json
16565622,https://collections.library.yale.edu/iiif/2/16565622/info.json
16565623,https://collections.library.yale.edu/iiif/2/16565623/info.json
16565624,https://collections.library.yale.edu/iiif/2/16565624/info.json
16565625,https://collections.library.yale.edu/iiif/2/16565625/info.json
16565626,https://collections.library.yale.edu/iiif/2/16565626/info.json
16565627,https://collections.library.yale.edu/iiif/2/16565627/info.json
16565628,https://collections.library.yale.edu/iiif/2/16565628/info.json
16565629,https://collections.library.yale.edu/iiif/2/16565629/info.json
16565630,https://collections.library.yale.edu/iiif/2/16565630/info.json
16565631,https://collections.library.yale.edu/iiif/2/16565631/info.json
16565632,https://collections.library.yale.edu/iiif/2/16565632/info.json
16565633,https://collections.library.yale.edu/iiif/2/16565633/info.json
16565634,https://collections.library.yale.edu/iiif/2/16565634/info.json
16565635,https://collections.library.yale.edu/iiif/2/16565635/info.json
16565636,https://collections.library.yale.edu/iiif/2/16565636/info.json
16565637,https://collections.library.yale.edu/iiif/2/16565637/info.json
16565638,https://collections.library.yale.edu/iiif/2/16565638/info.json
16565639,https://collections.library.yale.edu/iiif/2/16565639/info.json
16565640,https://collections.library.yale.edu/iiif/2/16565640/info.json
16565641,https://collections.library.yale.edu/iiif/2/16565641/info.json
16565642,https://collections.library.yale.edu/iiif/2/16565642/info.json
16565643,https://collections.library.yale.edu/iiif/2/16565643/info.json
16565644,https://collections.library.yale.edu/iiif/2/16565644/info.json
16565645,https://collections.library.yale.edu/iiif/2/16565645/info.json
16565646,https://collections.library.yale.edu/iiif/2/16565646/info.json
16565647,https://collections.library.yale.edu/iiif/2/16565647/info.json
16565648,https://collections.library.yale.edu/iiif/2/16565648/info.json
16565649,https://collections.library.yale.edu/iiif/2/16565649/info.json
16565650,https://collections.library.yale.edu/iiif/2/16565650/info.json
16565651,https://collections.library.yale.edu/iiif/2/16565651/info.json
16565652,https://collections.library.yale.edu/iiif/2/16565652/info.json
16565653,https://collections.library.yale.edu/iiif/2/16565653/info.json
16565654,https://collections.library.yale.edu/iiif/2/16565654/info.json
16565655,https://collections.library.yale.edu/iiif/2/16565655/info.json
16565656,https://collections.library.yale.edu/iiif/2/16565656/info.json
16565657,https://collections.library.yale.edu/iiif/2/16565657/info.json
16565658,https://collections.library.yale.edu/iiif/2/16565658/info.json
16565659,https://collections.library.yale.edu/iiif/2/16565659/info.json
16565660,https://collections.library.yale.edu/iiif/2/16565660/info.json
16565661,https://collections.library.yale.edu/iiif/2/16565661/info.json
16565662,https://collections.library.yale.edu/iiif/2/16565662/info.json
16565663,https://collections.library.yale.edu/iiif/2/16565663/info.json
16565664,https://collections.library.yale.edu/iiif/2/16565664/info.json
16565665,https://collections.library.yale.edu/iiif/2/16565665/info.json
16565666,https://collections.library.yale.edu/iiif/2/16565666/info.json
16565667,https://collections.library.yale.edu/iiif/2/16565667/info.json
16565668,https://collections.library.yale.edu/iiif/2/16565668/info.json
16565669,https://collections.library.yale.edu/iiif/2/16565669/info.json
16565670,https://collections.library.yale.edu/iiif/2/16565670/info.json
16565671,https://collections.library.yale.edu/iiif/2/16565671/info.json
16565672,https://collections.library.yale.edu/iiif/2/16565672/info.json
16565673,https://collections.library.yale.edu/iiif/2/16565673/info.json
16565674,https://collections.library.yale.edu/iiif/2/16565674/info.json
16565675,https://collections.library.yale.edu/iiif/2/16565675/info.json
16565676,https://collections.library.yale.edu/iiif/2/16565676/info.json
16565677,https://collections.library.yale.edu/iiif/2/16565677/info.json
16565678,https://collections.library.yale.edu/iiif/2/16565678/info.json
16565679,https://collections.library.yale.edu/iiif/2/16565679/info.json
16565680,https://collections.library.yale.edu/iiif/2/16565680/info.json
16565681,https://collections.library.yale.edu/iiif/2/16565681/info.json
16565682,https://collections.library.yale.edu/iiif/2/16565682/info.json
16565683,https://collections.library.yale.edu/iiif/2/16565683/info.json
16565684,https://collections.library.yale.edu/iiif/2/16565684/info.json
16565685,https://collections.library.yale.edu/iiif/2/16565685/info.json
16565686,https://collections.library.yale.edu/iiif/2/16565686/info.json
16565687,https://collections.library.yale.edu/iiif/2/16565687/info.json
16565688,https://collections.library.yale.edu/iiif/2/16565688/info.json
16565689,https://collections.library.yale.edu/iiif/2/16565689/info.json
16565690,https://collections.library.yale.edu/iiif/2/16565690/info.json
16565691,https://collections.library.yale.edu/iiif/2/16565691/info.json
16565692,https://collections.library.yale.edu/iiif/2/16565692/info.json
16565693,https://collections.library.yale.edu/iiif/2/16565693/info.json
16565694,https://collections.library.yale.edu/iiif/2/16565694/info.json
16565695,https://collections.library.yale.edu/iiif/2/16565695/info.json
16565696,https://collections.library.yale.edu/iiif/2/16565696/info.json
16565697,https://collections.library.yale.edu/iiif/2/16565697/info.json
16565698,https://collections.library.yale.edu/iiif/2/16565698/info.json
16565699,https://collections.library.yale.edu/iiif/2/16565699/info.json
16565700,https://collections.library.yale.edu/iiif/2/16565700/info.json
16565701,https://collections.library.yale.edu/iiif/2/16565701/info.json
16565702,https://collections.library.yale.edu/iiif/2/16565702/info.json
16565703,https://collections.library.yale.edu/iiif/2/16565703/info.json
16565704,https://collections.library.yale.edu/iiif/2/16565704/info.json
16565705,https://collections.library.yale.edu/iiif/2/16565705/info.json
16565706,https://collections.library.yale.edu/iiif/2/16565706/info.json
16565707,https://collections.library.yale.edu/iiif/2/16565707/info.json
16565708,https://collections.library.yale.edu/iiif/2/16565708/info.json
16565709,https://collections.library.yale.edu/iiif/2/16565709/info.json
16565710,https://collections.library.yale.edu/iiif/2/16565710/info.json
16565711,https://collections.library.yale.edu/iiif/2/16565711/info.json
